Species	Formula	EoF298	Unc	WB_ID	CASRN	Squib	Method
Dichloroacetic acid butyl ester	C6H10Cl2O2	-497.896	9.623199999999999	C29003734	29003-73-4	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Pyrazine	C4H4N2	196.06224	1.50624	C290379	290-37-9	1962TJE916-921	Ccb
2,4,6-Trimethylbenzonitrile, N-oxide	C10H11NO	137.0	4.0	C2904576	2904-57-6	1992ACR/SIM131-133	Ccb
Benzonitrile,2,4,6-trimethoxy-N-oxide	C10H11NO4	-228.2	2.8	C2904598	2904-59-8	1991ACR/TUC31-36	Ccb
1,3,5-Triazine	C3H3N3	225.87	0.89	C290879	290-87-9	1982BYS865-870	Ccr
Tricyclo[10.2.2.2(5,8)]octadeca-5,7,12,14,15,17-hexaene	C18H20	129.36928	3.6819200000000003	C2913248	2913-24-8	1969SHI/MCN3653-3665	Ccb
Cyclobutanol	C4H8O	-144.7664		C2919235	2919-23-5	1973ROC/RAD7123-7132	Ccb
Cyclooctane	C8H16	-126.1	1.6	C292648	292-64-8	1947SPI/HUF211-213	
Oxirane, [(phenylmethoxy)methyl]-	C10H12O2	-138.0	3.6	C2930054	2930-05-4	1987VAN/KAC622-624	Ccb
Propargyl radical	C3H3	339.0	4.0	C2932787	2932-78-7	1996TSA22-58C	
1,3,5,7-Tetroxane	C4H8O4	-620.23616	0.66944	C293301	293-30-1	1969MAN/MOR56-60	Ccr
Phenol, 2,4-bis(1-methylethyl)-	C12H18O	-254.1	2.8	C2934056	2934-05-6	1989NES/PIM385-395	Eqk # Isomerization
Phenol, 2,4,6-tris(1-methylethyl)-	C15H24O	-333.0	3.1	C2934078	2934-07-8	1989NES/PIM385-395	Eqk # Isomerization
trans-Bicyclo[3.3.0]-octan-2-one	C8H12O	-206.6896	5.4392000000000005	C29365795	29365-79-5	1935BAR/LIN436-442	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Bicyclo[3.3.3]undecane	C11H20	-88.7008	1.6736000000000002	C29415950	29415-95-0	1975PAR/STE795-802	Ccb
Carbon monosulfide	CS	280.33		C2944050	2944-05-0	1998CHA1-1951	Review # Data last reviewed in December, 1976
Propen-2-ol	C3H6O	-176.0		C29456040	29456-04-0	1986TUR/HAV4066-4067	Ion
12-Crown-4	C8H16O4	-631.1	2.1	C294939	294-93-9	1982BYS/MAN565	Ccr
Stannane, tetrakis(1-methylethyl)-	C12H28Sn	-119.6	7.1	C2949420	2949-42-0	1997MAR0B	Review # Selected data
Cyclotetradecane	C14H28	-239.24112	2.3430400000000002	C295170	295-17-0	1964FRI/BAU335-336	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -56.73$(0.76) kcal/mol; see 1962FRI1-100R
2-Methylene-bicyclo[2.2.2]-octane	C9H14	-9.246640000000001		C2972205	2972-20-5	1974KOZ/BYC1226-1227	Cm
Ethane, 1-chloro-1,1-dinitro-	C2H3ClN2O4	-112.968		C2972954	2972-95-4	1995PEP/KOR14-16	Ccb
1,2-Dichloro-1,1,2,2-tetranitroethane	C2Cl2N4O8	35.9824		C2972965	2972-96-5	1995PEP/KOR14-16	Ccb
1,3-Dichloro-1,1,3,3-tetranitropropane	C3H2Cl2N4O8	-73.6384		C2972976	2972-97-6	1995PEP/KOR14-16	Ccb
1-Chloro-1,1,3,3-tetranitrobutane	C4H5ClN4O8	-141.00080000000003		C2972987	2972-98-7	1995PEP/KOR14-16	Ccb
Benzene, (methylenecyclopropyl)-	C10H10	292.46160000000003		C29817092	29817-09-2	1993ROT/WIN2717-2725	Chyd
Magnesium dimer	Mg2	287.63		C29904798	29904-79-8	1998CHA1-1951	Review # Data last reviewed in September, 1983
Aluminum monoiodide	AlI	67.95		C29977411	29977-41-1	1998CHA1-1951	Review # Data last reviewed in September, 1979
2,4-Heptanedione, 6-methyl-	C8H14O2	-456.4744		C3002231	3002-23-1	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
2,4-Hexanedione	C6H10O2	-439.7384		C3002242	3002-24-2	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
Bicyclo[2.2.2]oct-5-ene-2-carbonitrile, (1α,2β,4α)-	C9H11N	153.1344	4.184	C3008137	3008-13-7	1986VAN/BOO537-545	Kin
Bicyclo[2.2.2]oct-5-ene-2-carbonitrile, (1α,2α,4α)-	C9H11N	151.4608	4.184	C3008148	3008-14-8	1986VAN/BOO537-545	Kin
Isoxazole, 3,5-dimethyl-	C5H7NO	-17.9912	3.7656	C300878	300-87-8	1940TAP414-422	Ccb # Heat of formation derived by 1970COX/PIL1-636B
2-(Diethylamino)acetonitrile	C6H12N2	66.0	1.0	C3010024	3010-02-4	1997WEL/VER155-163	Ccb
1-Piperidineacetonitrile	C7H12N2	83.0	1.2	C3010035	3010-03-5	1997WEL/VER155-163	Ccb
Terephthalamide	C8H8N2O2	-291.62480000000005		C3010820	3010-82-0	2004STE6-10	Semi
Meso 1,2,6,7-cyclodecatetraene	C10H12	360.2424		C30154995	30154-99-5	1991ROT/ADA2499-2521	Chyd
1-iodoacetone	C3H5IO	-130.5408	5.0208	C3019043	3019-04-3	1970SOL/GOL4653-4656	Eqk # Reanalyzed by 1986PED/NAY1-792B, Original value = -31.0$(1.5) kcal/mol
Hydrazine	H4N2	95.35		C302012	302-01-2	1998CHA1-1951	Review # Data last reviewed in December, 1965
Perfluoro-2,7-dimethyloctane	C10F22	-4639.1	8.8	C3021634	3021-63-4	1989ZHO/PAP43-47	Ccr
Methyl peroxide	CH4O2	-131.0		C3031730	3031-73-0	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
ethyl hydroperoxide	C2H6O2	-209.20000000000002		C3031741	3031-74-1	1940STA/EGE606	Ccb
Hydroperoxide, 1-methylethyl	C3H8O2	-197.1		C3031752	3031-75-2	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
1,1,1,4,5,5,5-heptafluoro-3-(pentafluoroethyl)-2,4-bis(trifluoromethyl)pent-2-ene	C9F18	-3753.3	5.3	C30320264	30320-26-4	1990ZHO/PAP1514-1517	Ccr
1-Cyclopentene-1-carbonitrile	C6H7N	141.8376		C3047389	3047-38-9	1970PRO/KRE727-732	Ccb # It appears likely that data for the cyclopentene-carbonitrile isomers is swapped in table I of the paper. The data shown here are labeled as 2-Cyclopentene-1-carbonitrile in table I and 1-Cyclopentene-1-carbonitrile elsewhere in the paper.
Phenazine, 5-oxide	C12H8N2O	297.3	4.8	C304814	304-81-4	1990LEI/PIL923-928	Ccb
Bicyclo[2.2.1]hept-2-ene, 5-ethenyl-	C9H12	158.8	0.9	C3048644	3048-64-4	1996STE/CHI1285-1302	Ccr
Diamantan-1-ol	C14H20O	-310.8712	1.1715200000000001	C30545143	30545-14-3	1980CLA/KNO1686-1689	Ccb
Diamantanone	C14H18O	-236.52152	1.7154399999999999	C30545234	30545-23-4	1980CLA/KNO1686-1689	Ccb
Diamantan-3-ol	C14H20O	-297.4824	4.6024	C30545245	30545-24-5	1980CLA/KNO1686-1689	Ccb
4-Methyldiadamantane	C15H22	-182.12952	1.2552	C30545289	30545-28-9	1979CLA/KNO2404-2410	Ccb # Gas flow technique for Hs,see 1975CLA/KNO3835-3836
trichlorotoluene	C7H5Cl3	12.5	2.3	C30583336	30583-33-6	1995PAP/PIM1951-1953	Ccr # HCl (1:600 H2O)
3,5,1,7-[1,2,3,4]Butanetetraylnaphthalen-3(2H)-ol, octahydro	C14H20O	-317.1472	1.63176	C30651037	30651-03-7	1980CLA/KNO1686-1689	Ccb
Hydrogen fluoride dimer	H2F2	-572.66		C30664121	30664-12-1	1998CHA1-1951	Review # Data last reviewed in June, 1977
3-Iodo-2-butanone	C4H7IO	-159.82880000000003	2.5104	C30719187	30719-18-7	1970SOL/GOL393-407	Kin
Bicyclo[2.2.0]hex-1(4)-ene	C6H8	303.7584		C30830207	30830-20-7	1991ROT/ADA2499-2521	Chyd
3-Methylisoxazole	C4H5NO	35.64768	0.66944	C30842901	30842-90-1	1978HAM/BEN201-203	Ccb
1,1'-Oxybis-(1,1,2,2,3,3,4,4,4-nona-fluorobutane)	C8F18O	-3979.1932	3.3890400000000005	C308485	308-48-5	1972KOL/SLA474	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -939.6$(0.8) kcal/mol
titanium(4+) ethanolate	C8H20O4Ti	-1374.8	9.9	C3087363	3087-36-3	1997MAR0B	Review
Benzenamine, N,N-bis(2-hydroxy-3-phenoxypropyl)-	C24H27NO4	-436.80960000000005	4.184	C3088059	3088-05-9	1976KUZ/MIR147-150	Ccb
Sulfur trifluoride	F3S	-503.03		C30937383	30937-38-3	1998CHA1-1951	Review # Data last reviewed in June, 1977
1-Methylcyclopropene	C4H6	243.5088	1.2552	C3100047	3100-04-7	1968WIB/FEN3395-3397	Cm
Piperidine, tungsten pentacarbonyl	C10H11NO5W	-815.2	8.6	C31082685	31082-68-5	1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
Sulfone, methyl phenyl	C7H8O2S	-253.38304000000002	3.05432	C3112854	3112-85-4	1961MAC/OHA1521-1526	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -63.4$(0.6) kcal/mol; Hfusion=1.6±0.2 kcal/mol
p-Tolyl allyl sulfone	C10H12O2S	-202.924	3.7656	C3112876	3112-87-6	1969MAC/STE2069-2073	Ccb # Heat of combustion corrected for pressure
Benzene, [(methylsulfonyl)methyl]-	C8H10O2S	-271.96000000000004	3.7656	C3112901	3112-90-1	1961BUS/MAC1054-1057	Ccr # Heat of combustion corrected for constant pressure
Perfluorotributylamine	C12F27N	-5583.548		C311897	311-89-7	1979ERA/KOL1186-1189	Ccr # The hf\_condensed corrected by 1986KOL/KOZ912
Diphenyl lead dibromide	C12H10Br2Pb	178.0	18.0	C3124296	3124-29-6	1997MAR0B	Review # The enthalpy of formation relies on 515.1±15.4 kJ/mol for the enthalpy of formation of Pb(Ph)4(cr).
Oxirane, (propoxymethyl)-	C6H12O2	-272.6	2.3	C3126952	3126-95-2	1987VAN/KAC622-624	Ccb
Methylchlorocarbene	C2H3Cl	212.1288	19.664800000000003	C31304515	31304-51-5	1989LAV/GOO6877-6878	Cm # Heat of reaction[kcal/mol]=27.5±3.0
Bicyclo[2.1.0]pentane-1-carbonitrile	C6H7N	272.04368		C31357718	31357-71-8	1971HAL/BAL140-145	Ccr
Bicyclo[3.1.0]hexane-1-carbonitrile	C7H9N	142.04680000000002		C31357729	31357-72-9	1971HAL/BAL140-145	Ccr
1,2,4,5-Benzene-tetracarboxylic acid tetrapropyl EsTEr	C22H30O8	-1581.5		C3143086	3143-08-6	1981VAN/DIB747	
7-Methylenebicyclo[2.2.1]-heptane	C8H12	60.2496	2.9288	C31463351	31463-35-1	1977KOZ/BYC1258-1259	Ccb
3-Oxatricyclo[3.2.1.0(2,4)]octane, (1α,2β,4β,5α)-	C7H10O	-53.9	2.6	C3146392	3146-39-2	1988KOZ/TIM609-612	Ccb # See 1984TIM/LUK193-195
Zirconium bromide	BrZr	301.25		C31483188	31483-18-8	1998CHA1-1951	Review # Data last reviewed in June, 1970
Butanoic acid, 4-chloro, butyl ester	C8H15ClO2	-563.5848	9.623199999999999	C3153331	3153-33-1	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Butanoic acid, 4-chloro, propyl ester	C7H13ClO2	-538.0624	9.623199999999999	C3153353	3153-35-3	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Butanoic acid, 4-chloro-, ethyl ester	C6H11ClO2	-513.7952	9.623199999999999	C3153364	3153-36-4	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Diphenyl oxalate	C14H10O4	-437.228	9.2048	C3155166	3155-16-6	1971CAR/FIN1611-1615	Ccb # Hfusion=7.5±0.5
Trispiro[2.0.2.0.2.0]nonane	C9H12	423.6	4.9	C31561598	31561-59-8	1993LUK/PIM1023-1025	Ccb
3,9-Dimethylbenz[a]anthracene	C20H16	188.69840000000002	3.3472000000000004	C316518	316-51-8	1965KAR/KYB5554-5558	Ccb
Cyclopenta[c,d]pentalene, 2a,4a,7a,7b-tetrahydro-	C10H12	127.61200000000001	4.184	C31678747	31678-74-7	1986LIE/PAQ8267-8268	Chyd
Acetyl radical	C2H3O	-12.0	3.0	C3170692	3170-69-2	1996TSA22-58C	
Trichloromethyl radical	CCl3	79.5		C3170807	3170-80-7	1998CHA1-1951	Review # Data last reviewed in June, 1970
Hydroperoxy radical	HO2	2.09		C3170830	3170-83-0	1998CHA1-1951	Review # Data last reviewed in September, 1978
Benzene, 1-methyl-4-(methylsulfonyl)-	C8H10O2S	-273.08968	3.4308799999999997	C3185997	3185-99-7	1961MAC/OHA1521-1526	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -71.8$(0.6) kcal/mol; Haet of combustion corrected for pressure
Ethynol	C2H2O	41.6		C32038792	32038-79-2	1986ORL/KRI2404-2405	Ion
3-Methylene-1,4-cyclohexadiene	C7H8	146.44	12.552	C3217876	3217-87-6	1982BAR335-337	Ion # Bracketing with RS-
(E)-1-Methyl-4-(1-propenyl-sulphonyl)-benzene	C10H12O2S	-208.7816	2.5104	C32228152	32228-15-2	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
Cyclopropane, tris(methylene)-	C6H6	396.0	12.0	C3227905	3227-90-5	1978BAL/BAU741-753	Ion
2-isopropyl-m-cresol	C10H14O	-171.544		C3228011	3228-01-1	1971BER/GIR3180-3187	Ccb
3-Methyl-4-isopropylphenol	C10H14O	-184.096		C3228022	3228-02-2	1971BER/GIR3180-3187	Ccb
Phenol, 3-methyl-5-(1-methylethyl)-	C10H14O	-210.12048000000001		C3228033	3228-03-3	1971BER/GIR3180-3187	Ccb
Phenol, 2-methyl-6-(1-methylethyl)-	C10H14O	-190.03728		C3228044	3228-04-4	1971BER/GIR3180-3187	Ccb # see 1969LAM/PER443-445
Diacetyl sulphide	C4H6O2S	-317.0	10.0	C3232391	3232-39-1	1974BLA/SPE1879-1881	Eqk # Heat of formation derived by 77PED/RYL
niobium(5+) ethanolate	C10H25NbO5	-1504.8	8.8	C3236826	3236-82-6	1997MAR0B	Review
Tert-butyl(phenylacetylenyl)ketone	C13H14O	64.6		C32398677	32398-67-7	1986PIM/KOZ12-16	Ccr
tert-butyl 2-butenoate	C8H14O2	-423.8392	3.3472000000000004	C3246273	3246-27-3	1936SCH289-342	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Butyl 1,1-dimethylpropyl ether	C9H20O	-382.2	0.93	C3249476	3249-47-6	1996VER/BEC47-64	Ccb
1,3-Butanedione, 4,4,4-trifluoro-1-phenyl-	C10H7F3O2	-865.6	4.2	C326067	326-06-7	1992RIB/MON1219-1228	Cm
Tetrakis(trimethylsilylmethyl)zirconium	C16H44Si4Zr	-775.0	30.0	C32665182	32665-18-2	1997MAR0B	Review # The enthalpy of formation relies on -1796.3±15.4 kJ/mol for the enthalpy of formation of Zr(O-i-Pr)4(cr)
1,1,1-Pentanetricarboxylic acid, triethyl ester	C14H24O6	-1261.9	1.6	C3272320	3272-32-0	1995RAK/VER1483-1493	Ccb
Lithium nitride	LiN	334.72		C32746319	32746-31-9	1998CHA1-1951	Review # Data last reviewed in December, 1966
titanium tetrakis(dimethylammonium)	C8H24N4Ti	-400.0	110.0	C3275249	3275-24-9	1997MAR0B	Review
Dialuminum	Al2	487.02		C32752946	32752-94-6	1998CHA1-1951	Review # Data last reviewed in June, 1979
Benzene, 1,2,4,5-tetrafluoro-	C6H2F4	-646.8	3.4	C327548	327-54-8	1978HAR/HEA705-706	Ccr
2,2-Diacetoxypropane	C7H12O4	-833.7	1.1	C32786473	32786-47-3	1996VER/PEN397-404	Ccb
o-Xylylene	C8H8	221.752	16.736	C32796955	32796-95-5	1981POL/RAI6308-6313	Ion
2(1H)-Pyridone, 6-methyl-	C6H7NO	-120.3	2.5	C3279763	3279-76-3	1982SUR/ELS45-50	Ccb
η<sup>2</sup>-Etheneiron tetracarbonyl	C6H4FeO4	-540.3	9.3	C32799250	32799-25-0	1997MAR0B	Review # Selected data
1H-Indene, octahydro-, trans-	C9H16	-131.5868	2.092	C3296502	3296-50-2	1960BRO/ROS927-931	Ccb
2-(tert-butoxy)butane	C8H18O	-380.0	1.8	C32970459	32970-45-9	1991SHA/MIS637-642	Ccb
Propane, 1-(1,1-dimethylethoxy)-2-methyl-	C8H18O	-368.2	2.0	C33021022	33021-02-2	1996VER/BEC47-64	Ccb
15-Crown-5	C10H20O5	-799.5	2.0	C33100275	33100-27-5	1982BYS/MAN565	Ccr
Methylidyne	CH	594.13		C3315375	3315-37-5	1998CHA1-1951	Review # Data last reviewed in December, 1967
4-Nitrocatechol	C6H5NO4	-290.0	1.8	C3316094	3316-09-4	1986RIB/RIB295-300	Ccb
Ethanone, 2-(dimethylamino)-1-phenyl-	C10H13NO	-46.3	1.1	C3319037	3319-03-7	1994WEL/VER697-710	Ccb
Glycine, N,N-dimethyl-, ethyl ester	C6H13NO2	-407.14504000000005	0.9623200000000001	C33229899	33229-89-9	1992VER/BEC27-39	Ccb
Tetramethylbutanedinitrile	C8H12N2	100.6252		C3333526	3333-52-6	1983BAR/BEC1017-1041	Ccb
t-Butylperoxymethyloxirane	C7H14O3	-265.2	2.0	C33415520	33415-52-0	1993SLI/DOL102-113	
n-Decanoic acid	C10H20O2	-624.2	5.1	C334485	334-48-5	1965ADR/DEK393-407	
Dodecane, 1-fluoro-	C12H25F	-489.22	0.61	C334689	334-68-9	1997SCH/VER1333-1344	Ccr
Dispiro[2.0.2.1]heptane	C7H10	302.8	3.5	C33475228	33475-22-8	1993LUK/PIM1023-1025	Ccb
Methane, diazo-	CH2N2	214.6392		C334883	334-88-3	1971LAU/OKA4137-7140	Kin # Heat of formation at 0 K
Pentafluoromethylamine	CF5N	-707.096	2.5104	C335013	335-01-3	1972WAL219-223	Ccb # Decompostion reaction
Cyclononanone	C9H16O	-279.7004	1.7154399999999999	C3350309	3350-30-9	1972WOL1446-1459	Ccb # Hfusion=0.498±0.020 kcal/mol
Hydroxyl radical	HO	38.99		C3352576	3352-57-6	1998CHA1-1951	Review # Data last reviewed in June, 1977
3H-1,2-Benzodithiole-3-thione	C7H4S3	251.04000000000002		C3354425	3354-42-5	1972GEI/RAU376-382	Ccb # Hf\_H2SO4.115H2O=-143.885 Kcal/mol
p-Benzyne	C6H4	535.552	12.552	C3355348	3355-34-8	1991WEN/PAU7414-7415	Ion # collision-induced dissociation
Trichloroacetic acid 2-methylpropyl ester	C6H9Cl3O2	-500.82480000000004	9.623199999999999	C33560155	33560-15-5	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Methanone, phenyl[2,4,6-tris(methylethyl)phenyl]-	C22H28O	-189.0	8.0	C33574117	33574-11-7	1982INA/MUR2803	Ccb
3',5'-Diisopropyl-4,4-dimethyl-3-phenyl-1,2-benzocyclobuten-3-ol	C22H28O	-101.0	10.0	C33574162	33574-16-2	1982INA/MUR2803	Ccb
Azidocyclopentane	C5H9N3	220.8		C33670507	33670-50-7	1954FAG/MYE6001-6003	
3,5-Diisopropylphenol	C12H18O	-236.39600000000002		C3374412	3374-41-2	1971BER/GIR3180-3187	Ccb
2-Propanamine, 2-methyl-N-(phenylmethylene)-, N-oxide	C11H15NO	30.9	2.0	C3376247	3376-24-7	1989ACR/KIR443-448	Ccb
1,3-Butadiene, 2,3-di(tert-butyl)-	C12H22	-71.00247999999999		C3378209	3378-20-9	1991ROT/ADA2499-2521	Chyd
Trimethylindium	C3H9In	208.6	9.9	C3385782	3385-78-2	1997MAR0B	Review
Octadecane, 1-chloro-	C18H37Cl	-446.0	3.1	C3386332	3386-33-2	1975STR/SUN161-168	Ccr
Tricyclo[4.4.2.0(1,6)]dodeca-2,4-diene	C12H16	157.36024		C33930879	33930-87-9	1992ROT/KLA217-224	Chyd
Tetrakis(trimethylsilylmethyl)titanium	C16H44Si4Ti	-684.0	17.0	C33948286	33948-28-6	1997MAR0B	Review # The enthalpy of formation relies on -1579.0±3.9 kJ/mol for the enthalpy of formation of Ti(O-i-Pr)4(l)
3-(Ethylsulphonyl)-1-propene	C5H10O2S	-322.29352	2.7196000000000002	C34008918	34008-91-8	1961MAC/OHA1521-1526	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -78.4$(0.6) kcal/mol
2-(Ethylsulphonyl)-2-methylpropane	C6H14O2S	-491.36896	2.8451200000000005	C34008941	34008-94-1	1961MAC/OHA1070-1074	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -116.82$(0.5) kcal/mol; Hfusion=1.7±0.2 kcal/mol,Heat of comb. corrected for constant pressure
1,3-Butadiene, 2-ethyl-	C6H10	63.5968		C3404635	3404-63-5	1991ROT/ADA2499-2521	Chyd
Cyclopentene, 4-(dichloromethylene)-1,2,3,3,5,5-hexachloro-	C6Cl8	-4.184	5.0208	C3424053	3424-05-3	1977LYU/SMO119-121	Ccb
Cobalt monochloride	ClCo	192.88		C34240807	34240-80-7	1998CHA1-1951	Review # Data last reviewed in December, 1973
Lithium hypofluorite	FLiO	-92.05		C34240841	34240-84-1	1998CHA1-1951	Review # Data last reviewed in September, 1965
Benzene, bromopentafluoro-	C6BrF5	-800.3992000000001		C344047	344-04-7	2004STE6-10	Semi
Benzene, chloropentafluoro-	C6ClF5	-809.6	2.0	C344070	344-07-0	1969COX/GUN77-87	Ccr
Prop-1-en-1,2-dimethyl-1-ol	C5H10O	-241.0		C34454789	34454-78-9	1988TUR/BRA7984-7990	Ion
3H-1,2-Dithiole-3-thione, 5-phenyl-	C9H6S3	310.4528		C3445769	3445-76-9	1972GEI/RAU376-382	Ccb # Hf\_H2SO4.115H2O=-143.885 Kcal/mol
1,2,6,7-Cyclodecatetraene	C10H12	356.1	3.8	C3451556	3451-55-6	1991LUK/TIM439-441	Ccb # %hphase calculated possible error by author
1-Nonyne	C9H16	62.257920000000006	2.97064	C3452093	3452-09-3	1979ROG/DAG671-676	Chyd
1,3-Diethoxypropane	C7H16O2	-436.2	1.5	C3459834	3459-83-4	1972MAN1707-1708	Ccr
1a,7b-Dihydrocyclopropa[a]naphthalene	C11H10	238.488		C3463794	3463-79-4	1992ROT/KLA217-224	Chyd
Tricyclo[4.3.1.0(1,6)]deca-2,4-diene	C10H12	190.372		C3463818	3463-81-8	1992ROT/KLA217-224	Chyd
3-Ethylsulphinyl-1-propene	C5H10OS	-103.76320000000001	2.092	C34757409	34757-40-9	1961MAC/OHA2219-2224	Ccr
Bis(2,2,2-trinitroethyl)-amine	C4H5N7O12	47.2792	4.184	C34880530	34880-53-0	1973PEP/GAF304-307	Ccb
N-Nitrosobis-(2,2,2-trinitroethyl)amine	C4H4N8O13	147.2768	5.0208	C34882730	34882-73-0	1973PEP/GAF304-307	Ccb
Benzene, (fluoromethyl)-	C7H7F	-126.27	0.73	C350505	350-50-5	1997SCH/VER1333-1344	Ccr
1,1-Difuoro-1,2-diphenylethane	C14H12F2	-260.5	1.4	C350629	350-62-9	1997SCH/VER1333-1344	Ccr # Hfusion=24.35 kJ/mol
Pentacyclo[18.2.2.2(9,12).0(4,15).0(6,17)]hexacosa-4,6(17),9,11,15,20,22,23,25-nonane	C26H26	326.35200000000003		C35117216	35117-21-6	2004STE6-10	Semi
tert-Butyl Methyl disulfide	C5H12S2	-112.1312		C35166826	35166-82-6	1986HAW/GRI3273-3275	Ion
Hexane, 2,2,5-trimethyl-	C9H20	-253.1		C3522949	3522-94-9	1969GOO231-235	
Benzene, 1-fluoro-4-methyl-	C7H7F	-147.48600000000002	0.08368	C352329	352-32-9	1962GOO/LAC1529-1532	Ccr
Azuleno[2,1,8-ija]azulene	C16H10	549.7776		C3526043	3526-04-3	1991ROT/ADA2499-2521	Chyd
Diethyl sulfide	C4H10S	-83.5	2.3	C352932	352-93-2	1989VOR/KLY650-653	Ccb
Stannane, ethyltrimethyl-	C5H14Sn	-26.3	2.9	C3531440	3531-44-0	1997MAR0B	Review # Selected data
Stannane, trimethyl(1-methylethyl)-	C6H16Sn	-43.7	4.8	C3531462	3531-46-2	1997MAR0B	Review
(Ch3)3(tert-c4H9)sn	C7H18Sn	-64.0	6.2	C3531473	3531-47-3	1997MAR0B	Review
Carbonic chloride fluoride	CClFO	-426.77		C353491	353-49-1	1998CHA1-1951	Review # Data last reviewed in June, 1961
Carbonic difluoride	CF2O	-638.9		C353504	353-50-4	1998CHA1-1951	Review # Data last reviewed in December, 1969
1,1,1-Trifluoro-2-iodoethane	C2H2F3I	-648.7292000000001	3.8911200000000004	C353833	353-83-3	1974WU/ROD2315-2317	Eqk # Reanalyzed by 1983KOL/PAP425, Original value = -154.3$(0.7) kcal/mol
Acetonitrile, trifluoro-	C2F3N	-495.39		C353855	353-85-5	1998CHA1-1951	Review # Data last reviewed in December, 1969
1-Bromo-2-chloro-1,1,2-trifluoroethane	C2HBrClF3	-654.7	5.6	C354063	354-06-3	1981PAP/ERA683-689	Ccr # Reanalyzed by 1983KOL/PAP425, Original value = -644.8$(6.4) kJ/mol
1,2-Diiodotetrafluoroethane	C2F4I2	-666.5112	3.3472000000000004	C354654	354-65-4	1975WU/PIC1078-1081	Eqk # Reanalyzed by 1983KOL/PAP425, Original value = -159.1$(0.5) kcal/mol; Spectrophotometery at 298.15°K
Perfluoro(methylcyclohexane)	C7F14	-2897.2108000000003	3.8492800000000003	C355022	355-02-2	1959GOO/DOU1133-1138	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -675.3 kcal/mol; produce 3HF(aq:10)
Nitrosobenzene dimer	C12H10N2O2	328.444	2.9288	C35506286	35506-28-6	1975PEP/LEB370-373	Ccb
Butane, decafluoro-	C4F10	-2156.0152		C355259	355-25-9	2004STE6-10	Semi
Cyclohexane, dodecafluoro-	C6F12	-2470.652		C355680	355-68-0	2004STE6-10	Semi
2,2,3,3,4,4,5,5-Octafluoro-1,6-hexanediol	C6H6F8O2	-2084.0504	12.1336	C355748	355-74-8	1974KOL/SLA460	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -492.0$(1.1) kcal/mol
Ethane, 1,1,2,2-tetrafluoro-1,2-dinitro-	C2F4N2O4	-812.1144	2.5104	C356161	356-16-1	1973PEP/LEB153-155	Ccb # hf\_HF.30H2O=-77.01 kcal/mol and hf\_CF4=-223.0 kcal/mol
Tri-t-butylmethane	C13H28	-235.2	4.3	C35660969	35660-96-9	1997VER/NOL4683-4686	Ccb
Bis(n-perfluoropropyl ether)	C6F14O	-3218.7512		C356627	356-62-7	2004STE6-10	Semi
(1α,3α,5α,7α)-3,8,8-trimethyl-4-oxatricyclo[5.1.0.03,5]octane	C10H16O	-97.90559999999999	3.3472000000000004	C35671182	35671-18-2	1977ALE/KOZ85-91	Ccb
N-Tert-butyl-alpha-(4-nitrophenyl)nitrone	C11H14N2O3	11.1	3.6	C3585884	3585-88-4	1989ACR/KIR443-448	Ccb
Benzenamine, N-[(4-methoxyphenyl)methylene]-, N-oxide	C14H13NO2	109.7	2.5	C3585931	3585-93-1	1986KIR/ACR793-799	Ccb
2-Ethylpropenoic acid	C5H8O2	-393.3	2.8	C3586581	3586-58-1	1996VAN/KOC1789-1794	Ccb
Ethene, trifluoro-	C2HF3	-474.04720000000003	8.368	C359115	359-11-5	1962KOL/MAR1118-1120	Ccb
Phenol, 2,5-bis(1-methylethyl)-	C12H18O	-254.1	2.8	C35946919	35946-91-9	1989NES/PIM385-395	Eqk # Isomerization
