Species	Formula	EoF298	Unc	WB_ID	Squib	Method
2,5-Dihydrothiophene 1,1-dioxide	C4H6O2S	-256.18632	2.8451200000000005	C28452939	1961MAC/OHA1873-1876	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -61.1$(0.8) kcal/mol; Hfusion=2.5±0.5 kcal/mol
N-Nitrobis-(2,2-dinitropropyl)amine	C6H10N6O10	-132.6328	2.5104	C28464246	1973PEP/GAF304-307	Ccb
N-Nitroso-bis-(2,2-dinitropropyl)amine	C6H10N6O9	-81.58800000000001	5.4392000000000005	C28464268	1973PEP/GAF304-307	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = -18.5$(1.5) kcal/mol
Bicyclo[3.1.0]hexane	C6H10	38.91120000000001	3.3472000000000004	C285585	1970CHA/MCN3109-3118	Ccb
6-Oxabicyclo[3.1.0]hexane	C5H8O	-97.1	7.0	C285676	1988KOZ/TIM609-612	Ccb
Bicyclo[4.1.0]heptane	C7H12	1.6736000000000002	4.184	C286088	1970CHA/MCN3109-3118	Ccb
7-Oxabicyclo[4.1.0]heptane	C6H10O	-125.5	1.1	C286204	1988KOZ/TIM609-612	Ccb # See 1984TIM/LUK193-195
Tricyclo[4.2.0.0<sup>2,5</sup>]octane, syn-	C8H12	235.1408	4.184	C28636104	1981WAL/MAR1076-1083	Ccb
Bicyclo[5.1.0]octane	C8H14	-16.736	2.9288	C286431	1970CHA/MCN3109-3118	Ccb
8-Oxabicyclo[5.1.0]octane	C7H12O	-152.3	3.1	C286453	1988KOZ/TIM609-612	Ccb
9-Oxabicyclo[6.1.0]nonane	C8H14O	-165.1	2.4	C286624	1988KOZ/TIM609-612	Ccb # See 1984TIM/LUK193-195
Cyclopropanecarboxylic acid, methyl ester	C5H8O2	-304.7	1.5	C2868373	1984GUT/RYA196-198	
1H-Cyclopropa[b]naphthalene	C11H8	435.136		C286851	1973BIL/CHO7878-7880	Ccb
Tricyclo[4.1.0.0(2,7)]heptane	C7H10	191.20880000000002		C287138	1991ROT/ADA2499-2521	Chyd
Thietane	C3H6S	18.4096		C287274	2004STE6-10	Semi
Cyclopentane	C5H10	-76.39984000000001	0.79496	C287923	1959MCC/PEN5880-5883	Ccb
1H-Pyrazole	C3H4N2	177.4		C288131	1991ZAH/LOD111-118	
Isoxazole	C3H3NO	82.0	0.6	C288142	1996STE/CHI1269-1284	Ccr
Cyclopentane, nonyl-	C14H28	-271.3324	2.092	C2882986	1946PRO/JOH51-56	Ccb # Heat of combustion of the gas
n-Nonylcyclohexane	C15H30	-316.22672	2.25936	C2883025	1946PRO/JOH51-56	Ccb
1H-Imidazole	C3H4N2	129.5		C288324	1991ZAH/LOD111-118	
Oxazole	C3H3NO	-15.52264	0.5439200000000001	C288426	1978MCC/HAM275-278	Ccb # see 1977MCC4271
1,3,4-Oxadiazol-2(5H)-one,5,5-dimethyl-	C4H6N2O2	-199.57680000000002	8.368	C28873612	1979PAI/WAR2681-2695	Ccb
1H-1,2,4-Triazole	C2H3N3	192.7	0.8	C288880	1989JIM/ROU759-764	Ccb
1H-Tetrazole	CH2N4	320.4944	2.9288	C288948	1977BAL/LEB93-98	Ccb
3-Cyclobutene-1,2-dione, 3,4-dihydroxy-	C4H2O4	-515.0	17.0	C2892515	1971SEL2194-2198	Ccb
Boroxine	H3B3O3	-1217.54		C289565	1998CHA1-1951	Review # Data last reviewed in March, 1965
2,2,6,6-tetramethyl-4-oxopiperidinooxy	C9H16NO2	-215.476	6.694400000000001	C2896700	1966LEB/ROZ460-462	Ccb
Pyridazine	C4H4N2	278.36152000000004	1.2552	C289805	1962TJE916-921	Ccb
Phenol, 2-(phenylmethyl)-	C13H12O	49.705920000000006		C28994414	1971BER/GIR3180-3187	Ccb
1,3-Diazine	C4H4N2	195.8	1.5	C289952	1977NAB/SAB115-126	Ccr # Reanalyzed by 1986PED/NAY1-792B, Original value = 193.09$(1.95) kJ/mol
Dichloroacetic acid butyl ester	C6H10Cl2O2	-497.896	9.623199999999999	C29003734	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Pyrazine	C4H4N2	196.06224	1.50624	C290379	1962TJE916-921	Ccb
2,4,6-Trimethylbenzonitrile, N-oxide	C10H11NO	137.0	4.0	C2904576	1992ACR/SIM131-133	Ccb
Benzonitrile,2,4,6-trimethoxy-N-oxide	C10H11NO4	-228.2	2.8	C2904598	1991ACR/TUC31-36	Ccb
1,3,5-Triazine	C3H3N3	225.87	0.89	C290879	1982BYS865-870	Ccr
Tricyclo[10.2.2.2(5,8)]octadeca-5,7,12,14,15,17-hexaene	C18H20	129.36928	3.6819200000000003	C2913248	1969SHI/MCN3653-3665	Ccb
Cyclobutanol	C4H8O	-144.7664		C2919235	1973ROC/RAD7123-7132	Ccb
Cyclooctane	C8H16	-126.1	1.6	C292648	1947SPI/HUF211-213	
Oxirane, [(phenylmethoxy)methyl]-	C10H12O2	-138.0	3.6	C2930054	1987VAN/KAC622-624	Ccb
Propargyl radical	C3H3	339.0	4.0	C2932787	1996TSA22-58C	
1,3,5,7-Tetroxane	C4H8O4	-620.23616	0.66944	C293301	1969MAN/MOR56-60	Ccr
Phenol, 2,4-bis(1-methylethyl)-	C12H18O	-254.1	2.8	C2934056	1989NES/PIM385-395	Eqk # Isomerization
Phenol, 2,4,6-tris(1-methylethyl)-	C15H24O	-333.0	3.1	C2934078	1989NES/PIM385-395	Eqk # Isomerization
trans-Bicyclo[3.3.0]-octan-2-one	C8H12O	-206.6896	5.4392000000000005	C29365795	1935BAR/LIN436-442	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Bicyclo[3.3.3]undecane	C11H20	-88.7008	1.6736000000000002	C29415950	1975PAR/STE795-802	Ccb
Carbon monosulfide	CS	280.33		C2944050	1998CHA1-1951	Review # Data last reviewed in December, 1976
Propen-2-ol	C3H6O	-176.0		C29456040	1986TUR/HAV4066-4067	Ion
12-Crown-4	C8H16O4	-631.1	2.1	C294939	1982BYS/MAN565	Ccr
Stannane, tetrakis(1-methylethyl)-	C12H28Sn	-119.6	7.1	C2949420	1997MAR0B	Review # Selected data
Cyclotetradecane	C14H28	-239.24112	2.3430400000000002	C295170	1964FRI/BAU335-336	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -56.73$(0.76) kcal/mol; see 1962FRI1-100R
2-Methylene-bicyclo[2.2.2]-octane	C9H14	-9.246640000000001		C2972205	1974KOZ/BYC1226-1227	Cm
Ethane, 1-chloro-1,1-dinitro-	C2H3ClN2O4	-112.968		C2972954	1995PEP/KOR14-16	Ccb
1,2-Dichloro-1,1,2,2-tetranitroethane	C2Cl2N4O8	35.9824		C2972965	1995PEP/KOR14-16	Ccb
1,3-Dichloro-1,1,3,3-tetranitropropane	C3H2Cl2N4O8	-73.6384		C2972976	1995PEP/KOR14-16	Ccb
1-Chloro-1,1,3,3-tetranitrobutane	C4H5ClN4O8	-141.00080000000003		C2972987	1995PEP/KOR14-16	Ccb
Benzene, (methylenecyclopropyl)-	C10H10	292.46160000000003		C29817092	1993ROT/WIN2717-2725	Chyd
Magnesium dimer	Mg2	287.63		C29904798	1998CHA1-1951	Review # Data last reviewed in September, 1983
Aluminum monoiodide	AlI	67.95		C29977411	1998CHA1-1951	Review # Data last reviewed in September, 1979
2,4-Heptanedione, 6-methyl-	C8H14O2	-456.4744		C3002231	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
2,4-Hexanedione	C6H10O2	-439.7384		C3002242	1974CON/VAN585-593	Ion # Mass spectrometery (enol)
Bicyclo[2.2.2]oct-5-ene-2-carbonitrile, (1α,2β,4α)-	C9H11N	153.1344	4.184	C3008137	1986VAN/BOO537-545	Kin
Bicyclo[2.2.2]oct-5-ene-2-carbonitrile, (1α,2α,4α)-	C9H11N	151.4608	4.184	C3008148	1986VAN/BOO537-545	Kin
Isoxazole, 3,5-dimethyl-	C5H7NO	-17.9912	3.7656	C300878	1940TAP414-422	Ccb # Heat of formation derived by 1970COX/PIL1-636B
2-(Diethylamino)acetonitrile	C6H12N2	66.0	1.0	C3010024	1997WEL/VER155-163	Ccb
1-Piperidineacetonitrile	C7H12N2	83.0	1.2	C3010035	1997WEL/VER155-163	Ccb
Terephthalamide	C8H8N2O2	-291.62480000000005		C3010820	2004STE6-10	Semi
Meso 1,2,6,7-cyclodecatetraene	C10H12	360.2424		C30154995	1991ROT/ADA2499-2521	Chyd
1-iodoacetone	C3H5IO	-130.5408	5.0208	C3019043	1970SOL/GOL4653-4656	Eqk # Reanalyzed by 1986PED/NAY1-792B, Original value = -31.0$(1.5) kcal/mol
Hydrazine	H4N2	95.35		C302012	1998CHA1-1951	Review # Data last reviewed in December, 1965
Perfluoro-2,7-dimethyloctane	C10F22	-4639.1	8.8	C3021634	1989ZHO/PAP43-47	Ccr
Methyl peroxide	CH4O2	-131.0		C3031730	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
ethyl hydroperoxide	C2H6O2	-209.20000000000002		C3031741	1940STA/EGE606	Ccb
Hydroperoxide, 1-methylethyl	C3H8O2	-197.1		C3031752	1991KHU/MAR321-325	Eqk # hf from V. P.Komissarov's report
1,1,1,4,5,5,5-heptafluoro-3-(pentafluoroethyl)-2,4-bis(trifluoromethyl)pent-2-ene	C9F18	-3753.3	5.3	C30320264	1990ZHO/PAP1514-1517	Ccr
1-Cyclopentene-1-carbonitrile	C6H7N	141.8376		C3047389	1970PRO/KRE727-732	Ccb # It appears likely that data for the cyclopentene-carbonitrile isomers is swapped in table I of the paper. The data shown here are labeled as 2-Cyclopentene-1-carbonitrile in table I and 1-Cyclopentene-1-carbonitrile elsewhere in the paper.
Phenazine, 5-oxide	C12H8N2O	297.3	4.8	C304814	1990LEI/PIL923-928	Ccb
Bicyclo[2.2.1]hept-2-ene, 5-ethenyl-	C9H12	158.8	0.9	C3048644	1996STE/CHI1285-1302	Ccr
Diamantan-1-ol	C14H20O	-310.8712	1.1715200000000001	C30545143	1980CLA/KNO1686-1689	Ccb
Diamantanone	C14H18O	-236.52152	1.7154399999999999	C30545234	1980CLA/KNO1686-1689	Ccb
Diamantan-3-ol	C14H20O	-297.4824	4.6024	C30545245	1980CLA/KNO1686-1689	Ccb
4-Methyldiadamantane	C15H22	-182.12952	1.2552	C30545289	1979CLA/KNO2404-2410	Ccb # Gas flow technique for Hs,see 1975CLA/KNO3835-3836
trichlorotoluene	C7H5Cl3	12.5	2.3	C30583336	1995PAP/PIM1951-1953	Ccr # HCl (1:600 H2O)
3,5,1,7-[1,2,3,4]Butanetetraylnaphthalen-3(2H)-ol, octahydro	C14H20O	-317.1472	1.63176	C30651037	1980CLA/KNO1686-1689	Ccb
Hydrogen fluoride dimer	H2F2	-572.66		C30664121	1998CHA1-1951	Review # Data last reviewed in June, 1977
3-Iodo-2-butanone	C4H7IO	-159.82880000000003	2.5104	C30719187	1970SOL/GOL393-407	Kin
Bicyclo[2.2.0]hex-1(4)-ene	C6H8	303.7584		C30830207	1991ROT/ADA2499-2521	Chyd
3-Methylisoxazole	C4H5NO	35.64768	0.66944	C30842901	1978HAM/BEN201-203	Ccb
1,1'-Oxybis-(1,1,2,2,3,3,4,4,4-nona-fluorobutane)	C8F18O	-3979.1932	3.3890400000000005	C308485	1972KOL/SLA474	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -939.6$(0.8) kcal/mol
titanium(4+) ethanolate	C8H20O4Ti	-1374.8	9.9	C3087363	1997MAR0B	Review
Benzenamine, N,N-bis(2-hydroxy-3-phenoxypropyl)-	C24H27NO4	-436.80960000000005	4.184	C3088059	1976KUZ/MIR147-150	Ccb
Sulfur trifluoride	F3S	-503.03		C30937383	1998CHA1-1951	Review # Data last reviewed in June, 1977
1-Methylcyclopropene	C4H6	243.5088	1.2552	C3100047	1968WIB/FEN3395-3397	Cm
Piperidine, tungsten pentacarbonyl	C10H11NO5W	-815.2	8.6	C31082685	1997MAR0B	Review # The enthalpy of formation relies on -883.9±2.7 kJ/mol for the enthalpy of formation of W(CO)6(g)
Sulfone, methyl phenyl	C7H8O2S	-253.38304000000002	3.05432	C3112854	1961MAC/OHA1521-1526	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -63.4$(0.6) kcal/mol; Hfusion=1.6±0.2 kcal/mol
p-Tolyl allyl sulfone	C10H12O2S	-202.924	3.7656	C3112876	1969MAC/STE2069-2073	Ccb # Heat of combustion corrected for pressure
Benzene, [(methylsulfonyl)methyl]-	C8H10O2S	-271.96000000000004	3.7656	C3112901	1961BUS/MAC1054-1057	Ccr # Heat of combustion corrected for constant pressure
Perfluorotributylamine	C12F27N	-5583.548		C311897	1979ERA/KOL1186-1189	Ccr # The hf\_condensed corrected by 1986KOL/KOZ912
Diphenyl lead dibromide	C12H10Br2Pb	178.0	18.0	C3124296	1997MAR0B	Review # The enthalpy of formation relies on 515.1±15.4 kJ/mol for the enthalpy of formation of Pb(Ph)4(cr).
Oxirane, (propoxymethyl)-	C6H12O2	-272.6	2.3	C3126952	1987VAN/KAC622-624	Ccb
Methylchlorocarbene	C2H3Cl	212.1288	19.664800000000003	C31304515	1989LAV/GOO6877-6878	Cm # Heat of reaction[kcal/mol]=27.5±3.0
Bicyclo[2.1.0]pentane-1-carbonitrile	C6H7N	272.04368		C31357718	1971HAL/BAL140-145	Ccr
Bicyclo[3.1.0]hexane-1-carbonitrile	C7H9N	142.04680000000002		C31357729	1971HAL/BAL140-145	Ccr
1,2,4,5-Benzene-tetracarboxylic acid tetrapropyl EsTEr	C22H30O8	-1581.5		C3143086	1981VAN/DIB747	
7-Methylenebicyclo[2.2.1]-heptane	C8H12	60.2496	2.9288	C31463351	1977KOZ/BYC1258-1259	Ccb
3-Oxatricyclo[3.2.1.0(2,4)]octane, (1α,2β,4β,5α)-	C7H10O	-53.9	2.6	C3146392	1988KOZ/TIM609-612	Ccb # See 1984TIM/LUK193-195
Zirconium bromide	BrZr	301.25		C31483188	1998CHA1-1951	Review # Data last reviewed in June, 1970
Butanoic acid, 4-chloro, butyl ester	C8H15ClO2	-563.5848	9.623199999999999	C3153331	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Butanoic acid, 4-chloro, propyl ester	C7H13ClO2	-538.0624	9.623199999999999	C3153353	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Butanoic acid, 4-chloro-, ethyl ester	C6H11ClO2	-513.7952	9.623199999999999	C3153364	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Diphenyl oxalate	C14H10O4	-437.228	9.2048	C3155166	1971CAR/FIN1611-1615	Ccb # Hfusion=7.5±0.5
Trispiro[2.0.2.0.2.0]nonane	C9H12	423.6	4.9	C31561598	1993LUK/PIM1023-1025	Ccb
3,9-Dimethylbenz[a]anthracene	C20H16	188.69840000000002	3.3472000000000004	C316518	1965KAR/KYB5554-5558	Ccb
Cyclopenta[c,d]pentalene, 2a,4a,7a,7b-tetrahydro-	C10H12	127.61200000000001	4.184	C31678747	1986LIE/PAQ8267-8268	Chyd
Acetyl radical	C2H3O	-12.0	3.0	C3170692	1996TSA22-58C	
Trichloromethyl radical	CCl3	79.5		C3170807	1998CHA1-1951	Review # Data last reviewed in June, 1970
Hydroperoxy radical	HO2	2.09		C3170830	1998CHA1-1951	Review # Data last reviewed in September, 1978
Benzene, 1-methyl-4-(methylsulfonyl)-	C8H10O2S	-273.08968	3.4308799999999997	C3185997	1961MAC/OHA1521-1526	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -71.8$(0.6) kcal/mol; Haet of combustion corrected for pressure
Ethynol	C2H2O	41.6		C32038792	1986ORL/KRI2404-2405	Ion
3-Methylene-1,4-cyclohexadiene	C7H8	146.44	12.552	C3217876	1982BAR335-337	Ion # Bracketing with RS-
(E)-1-Methyl-4-(1-propenyl-sulphonyl)-benzene	C10H12O2S	-208.7816	2.5104	C32228152	1969MAC/MCN2060-2068	Ccr # Heat of combustion corrected for pressure
Cyclopropane, tris(methylene)-	C6H6	396.0	12.0	C3227905	1978BAL/BAU741-753	Ion
2-isopropyl-m-cresol	C10H14O	-171.544		C3228011	1971BER/GIR3180-3187	Ccb
3-Methyl-4-isopropylphenol	C10H14O	-184.096		C3228022	1971BER/GIR3180-3187	Ccb
Phenol, 3-methyl-5-(1-methylethyl)-	C10H14O	-210.12048000000001		C3228033	1971BER/GIR3180-3187	Ccb
Phenol, 2-methyl-6-(1-methylethyl)-	C10H14O	-190.03728		C3228044	1971BER/GIR3180-3187	Ccb # see 1969LAM/PER443-445
Diacetyl sulphide	C4H6O2S	-317.0	10.0	C3232391	1974BLA/SPE1879-1881	Eqk # Heat of formation derived by 77PED/RYL
niobium(5+) ethanolate	C10H25NbO5	-1504.8	8.8	C3236826	1997MAR0B	Review
Tert-butyl(phenylacetylenyl)ketone	C13H14O	64.6		C32398677	1986PIM/KOZ12-16	Ccr
tert-butyl 2-butenoate	C8H14O2	-423.8392	3.3472000000000004	C3246273	1936SCH289-342	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Butyl 1,1-dimethylpropyl ether	C9H20O	-382.2	0.93	C3249476	1996VER/BEC47-64	Ccb
1,3-Butanedione, 4,4,4-trifluoro-1-phenyl-	C10H7F3O2	-865.6	4.2	C326067	1992RIB/MON1219-1228	Cm
Tetrakis(trimethylsilylmethyl)zirconium	C16H44Si4Zr	-775.0	30.0	C32665182	1997MAR0B	Review # The enthalpy of formation relies on -1796.3±15.4 kJ/mol for the enthalpy of formation of Zr(O-i-Pr)4(cr)
1,1,1-Pentanetricarboxylic acid, triethyl ester	C14H24O6	-1261.9	1.6	C3272320	1995RAK/VER1483-1493	Ccb
Lithium nitride	LiN	334.72		C32746319	1998CHA1-1951	Review # Data last reviewed in December, 1966
titanium tetrakis(dimethylammonium)	C8H24N4Ti	-400.0	110.0	C3275249	1997MAR0B	Review
Dialuminum	Al2	487.02		C32752946	1998CHA1-1951	Review # Data last reviewed in June, 1979
Benzene, 1,2,4,5-tetrafluoro-	C6H2F4	-646.8	3.4	C327548	1978HAR/HEA705-706	Ccr
2,2-Diacetoxypropane	C7H12O4	-833.7	1.1	C32786473	1996VER/PEN397-404	Ccb
o-Xylylene	C8H8	221.752	16.736	C32796955	1981POL/RAI6308-6313	Ion
2(1H)-Pyridone, 6-methyl-	C6H7NO	-120.3	2.5	C3279763	1982SUR/ELS45-50	Ccb
η<sup>2</sup>-Etheneiron tetracarbonyl	C6H4FeO4	-540.3	9.3	C32799250	1997MAR0B	Review # Selected data
1H-Indene, octahydro-, trans-	C9H16	-131.5868	2.092	C3296502	1960BRO/ROS927-931	Ccb
2-(tert-butoxy)butane	C8H18O	-380.0	1.8	C32970459	1991SHA/MIS637-642	Ccb
Propane, 1-(1,1-dimethylethoxy)-2-methyl-	C8H18O	-368.2	2.0	C33021022	1996VER/BEC47-64	Ccb
15-Crown-5	C10H20O5	-799.5	2.0	C33100275	1982BYS/MAN565	Ccr
Methylidyne	CH	594.13		C3315375	1998CHA1-1951	Review # Data last reviewed in December, 1967
4-Nitrocatechol	C6H5NO4	-290.0	1.8	C3316094	1986RIB/RIB295-300	Ccb
Ethanone, 2-(dimethylamino)-1-phenyl-	C10H13NO	-46.3	1.1	C3319037	1994WEL/VER697-710	Ccb
Glycine, N,N-dimethyl-, ethyl ester	C6H13NO2	-407.14504000000005	0.9623200000000001	C33229899	1992VER/BEC27-39	Ccb
Tetramethylbutanedinitrile	C8H12N2	100.6252		C3333526	1983BAR/BEC1017-1041	Ccb
t-Butylperoxymethyloxirane	C7H14O3	-265.2	2.0	C33415520	1993SLI/DOL102-113	
n-Decanoic acid	C10H20O2	-624.2	5.1	C334485	1965ADR/DEK393-407	
Dodecane, 1-fluoro-	C12H25F	-489.22	0.61	C334689	1997SCH/VER1333-1344	Ccr
Dispiro[2.0.2.1]heptane	C7H10	302.8	3.5	C33475228	1993LUK/PIM1023-1025	Ccb
Methane, diazo-	CH2N2	214.6392		C334883	1971LAU/OKA4137-7140	Kin # Heat of formation at 0 K
Pentafluoromethylamine	CF5N	-707.096	2.5104	C335013	1972WAL219-223	Ccb # Decompostion reaction
Cyclononanone	C9H16O	-279.7004	1.7154399999999999	C3350309	1972WOL1446-1459	Ccb # Hfusion=0.498±0.020 kcal/mol
Hydroxyl radical	HO	38.99		C3352576	1998CHA1-1951	Review # Data last reviewed in June, 1977
3H-1,2-Benzodithiole-3-thione	C7H4S3	251.04000000000002		C3354425	1972GEI/RAU376-382	Ccb # Hf\_H2SO4.115H2O=-143.885 Kcal/mol
p-Benzyne	C6H4	535.552	12.552	C3355348	1991WEN/PAU7414-7415	Ion # collision-induced dissociation
Trichloroacetic acid 2-methylpropyl ester	C6H9Cl3O2	-500.82480000000004	9.623199999999999	C33560155	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Methanone, phenyl[2,4,6-tris(methylethyl)phenyl]-	C22H28O	-189.0	8.0	C33574117	1982INA/MUR2803	Ccb
3',5'-Diisopropyl-4,4-dimethyl-3-phenyl-1,2-benzocyclobuten-3-ol	C22H28O	-101.0	10.0	C33574162	1982INA/MUR2803	Ccb
Azidocyclopentane	C5H9N3	220.8		C33670507	1954FAG/MYE6001-6003	
3,5-Diisopropylphenol	C12H18O	-236.39600000000002		C3374412	1971BER/GIR3180-3187	Ccb
2-Propanamine, 2-methyl-N-(phenylmethylene)-, N-oxide	C11H15NO	30.9	2.0	C3376247	1989ACR/KIR443-448	Ccb
1,3-Butadiene, 2,3-di(tert-butyl)-	C12H22	-71.00247999999999		C3378209	1991ROT/ADA2499-2521	Chyd
Trimethylindium	C3H9In	208.6	9.9	C3385782	1997MAR0B	Review
Octadecane, 1-chloro-	C18H37Cl	-446.0	3.1	C3386332	1975STR/SUN161-168	Ccr
Tricyclo[4.4.2.0(1,6)]dodeca-2,4-diene	C12H16	157.36024		C33930879	1992ROT/KLA217-224	Chyd
Tetrakis(trimethylsilylmethyl)titanium	C16H44Si4Ti	-684.0	17.0	C33948286	1997MAR0B	Review # The enthalpy of formation relies on -1579.0±3.9 kJ/mol for the enthalpy of formation of Ti(O-i-Pr)4(l)
3-(Ethylsulphonyl)-1-propene	C5H10O2S	-322.29352	2.7196000000000002	C34008918	1961MAC/OHA1521-1526	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -78.4$(0.6) kcal/mol
2-(Ethylsulphonyl)-2-methylpropane	C6H14O2S	-491.36896	2.8451200000000005	C34008941	1961MAC/OHA1070-1074	Ccb # Reanalyzed by 1970COX/PIL1-636B, Original value = -116.82$(0.5) kcal/mol; Hfusion=1.7±0.2 kcal/mol,Heat of comb. corrected for constant pressure
1,3-Butadiene, 2-ethyl-	C6H10	63.5968		C3404635	1991ROT/ADA2499-2521	Chyd
Cyclopentene, 4-(dichloromethylene)-1,2,3,3,5,5-hexachloro-	C6Cl8	-4.184	5.0208	C3424053	1977LYU/SMO119-121	Ccb
Cobalt monochloride	ClCo	192.88		C34240807	1998CHA1-1951	Review # Data last reviewed in December, 1973
Lithium hypofluorite	FLiO	-92.05		C34240841	1998CHA1-1951	Review # Data last reviewed in September, 1965
Benzene, bromopentafluoro-	C6BrF5	-800.3992000000001		C344047	2004STE6-10	Semi
Benzene, chloropentafluoro-	C6ClF5	-809.6	2.0	C344070	1969COX/GUN77-87	Ccr
Prop-1-en-1,2-dimethyl-1-ol	C5H10O	-241.0		C34454789	1988TUR/BRA7984-7990	Ion
3H-1,2-Dithiole-3-thione, 5-phenyl-	C9H6S3	310.4528		C3445769	1972GEI/RAU376-382	Ccb # Hf\_H2SO4.115H2O=-143.885 Kcal/mol
1,2,6,7-Cyclodecatetraene	C10H12	356.1	3.8	C3451556	1991LUK/TIM439-441	Ccb # %hphase calculated possible error by author
1-Nonyne	C9H16	62.257920000000006	2.97064	C3452093	1979ROG/DAG671-676	Chyd
1,3-Diethoxypropane	C7H16O2	-436.2	1.5	C3459834	1972MAN1707-1708	Ccr
1a,7b-Dihydrocyclopropa[a]naphthalene	C11H10	238.488		C3463794	1992ROT/KLA217-224	Chyd
Tricyclo[4.3.1.0(1,6)]deca-2,4-diene	C10H12	190.372		C3463818	1992ROT/KLA217-224	Chyd
3-Ethylsulphinyl-1-propene	C5H10OS	-103.76320000000001	2.092	C34757409	1961MAC/OHA2219-2224	Ccr
Bis(2,2,2-trinitroethyl)-amine	C4H5N7O12	47.2792	4.184	C34880530	1973PEP/GAF304-307	Ccb
N-Nitrosobis-(2,2,2-trinitroethyl)amine	C4H4N8O13	147.2768	5.0208	C34882730	1973PEP/GAF304-307	Ccb
Benzene, (fluoromethyl)-	C7H7F	-126.27	0.73	C350505	1997SCH/VER1333-1344	Ccr
1,1-Difuoro-1,2-diphenylethane	C14H12F2	-260.5	1.4	C350629	1997SCH/VER1333-1344	Ccr # Hfusion=24.35 kJ/mol
Pentacyclo[18.2.2.2(9,12).0(4,15).0(6,17)]hexacosa-4,6(17),9,11,15,20,22,23,25-nonane	C26H26	326.35200000000003		C35117216	2004STE6-10	Semi
tert-Butyl Methyl disulfide	C5H12S2	-112.1312		C35166826	1986HAW/GRI3273-3275	Ion
Hexane, 2,2,5-trimethyl-	C9H20	-253.1		C3522949	1969GOO231-235	
Benzene, 1-fluoro-4-methyl-	C7H7F	-147.48600000000002	0.08368	C352329	1962GOO/LAC1529-1532	Ccr
Azuleno[2,1,8-ija]azulene	C16H10	549.7776		C3526043	1991ROT/ADA2499-2521	Chyd
Diethyl sulfide	C4H10S	-83.5	2.3	C352932	1989VOR/KLY650-653	Ccb
Stannane, ethyltrimethyl-	C5H14Sn	-26.3	2.9	C3531440	1997MAR0B	Review # Selected data
Stannane, trimethyl(1-methylethyl)-	C6H16Sn	-43.7	4.8	C3531462	1997MAR0B	Review
(Ch3)3(tert-c4H9)sn	C7H18Sn	-64.0	6.2	C3531473	1997MAR0B	Review
Carbonic chloride fluoride	CClFO	-426.77		C353491	1998CHA1-1951	Review # Data last reviewed in June, 1961
Carbonic difluoride	CF2O	-638.9		C353504	1998CHA1-1951	Review # Data last reviewed in December, 1969
1,1,1-Trifluoro-2-iodoethane	C2H2F3I	-648.7292000000001	3.8911200000000004	C353833	1974WU/ROD2315-2317	Eqk # Reanalyzed by 1983KOL/PAP425, Original value = -154.3$(0.7) kcal/mol
Acetonitrile, trifluoro-	C2F3N	-495.39		C353855	1998CHA1-1951	Review # Data last reviewed in December, 1969
1-Bromo-2-chloro-1,1,2-trifluoroethane	C2HBrClF3	-654.7	5.6	C354063	1981PAP/ERA683-689	Ccr # Reanalyzed by 1983KOL/PAP425, Original value = -644.8$(6.4) kJ/mol
1,2-Diiodotetrafluoroethane	C2F4I2	-666.5112	3.3472000000000004	C354654	1975WU/PIC1078-1081	Eqk # Reanalyzed by 1983KOL/PAP425, Original value = -159.1$(0.5) kcal/mol; Spectrophotometery at 298.15°K
Perfluoro(methylcyclohexane)	C7F14	-2897.2108000000003	3.8492800000000003	C355022	1959GOO/DOU1133-1138	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -675.3 kcal/mol; produce 3HF(aq:10)
Nitrosobenzene dimer	C12H10N2O2	328.444	2.9288	C35506286	1975PEP/LEB370-373	Ccb
Butane, decafluoro-	C4F10	-2156.0152		C355259	2004STE6-10	Semi
Cyclohexane, dodecafluoro-	C6F12	-2470.652		C355680	2004STE6-10	Semi
2,2,3,3,4,4,5,5-Octafluoro-1,6-hexanediol	C6H6F8O2	-2084.0504	12.1336	C355748	1974KOL/SLA460	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -492.0$(1.1) kcal/mol
